org_name,org_id,org_address,std_state,geo_lat,geo_lon,Organization Type,Subtype,state
Aveda Institute-Des Moines,655a90c6,"6905 MILLS CIVIC PKWY, WEST DES MOINES, IA, 50266",IA,41.5626619,-93.8024177,Higher education institution,Highest degree certificate,Iowa
Social Ventures Inc,dcdd156c,"124 WESTFIELD DR, ITHACA, NY, 14850",NY,42.445682,-76.5204842,Non-profit organization,Job training non-profit,New York
Oslers Alliance,27a0b2ee,"1709 CREEKSIDE DR, STEVENSVILLE, MT, 59870",MT,46.5076407,-114.0683345,Non-profit organization,Job training non-profit,Montana
Career Development And Placement Strategies Inc,47914351,"221 BEAVER ST, AKRON, OH, 44304",OH,41.0723612,-81.4996796,WIOA-eligible,NA,Ohio
Sapere Aude Consortium Inc,1c39b616,"57 CLUBHOUSE DR, HINGHAM, MA, 02043",MA,42.2020792,-70.9112933,Non-profit organization,Job training non-profit,Massachusetts
"Automatic Temperature Controls, Inc./Dba Chac",67ae9f36,"""95 CONNECTICUT STREET"" CRANSTON MA 2920",MA,41.7844159,-71.4604325,Registered apprenticeship,NA,Massachusetts
Healthcare Training Institute,b8a0b170,"1969 MORRIS AVE, UNION, NJ, 07083",NJ,40.6964861,-74.2682524,Higher education institution,Highest degree certificate,New Jersey
Bryan University,4200b8c6,"4255 S NATURE CENTER WAY, SPRINGFIELD, MO, 65804",MO,37.1353571,-93.2480701,Multiple types,Highest degree bachelor’s+,Missouri
"Black Fox Timber Management Group, Inc.",06e0a759,"110 SQUAW VALLEY RD, MCCLOUD, CA, 96057",CA,41.250511,-122.1355725,WIOA-eligible,NA,California
Ccac Washington County Center,60e98a4b,"1500 W CHESTNUT ST, WASHINGTON, PA, 15301",PA,40.1600741,-80.2766168,WIOA-eligible,NA,Pennsylvania
Kirkwood Community College (Medical Programs)-(College),b1b80acb,"6301 KIRKWOOD BLVD SW, CEDAR RAPIDS, IA, 52404",IA,41.9132726,-91.6492014,Registered apprenticeship,NA,Iowa
This Too Shall Pass Inc,995749f6,"9312 NE 16TH ST, OKLAHOMA CITY, OK, 73130",OK,35.4855844,-97.365005,Non-profit organization,Job training non-profit,Oklahoma
"Wayne J. Griffin Electric, Inc.",8bef5593,"""116 HOPPING BROOK ROAD"" HOLLISTON MA 1746",MA,42.1701432,-71.4669478,Registered apprenticeship,NA,Massachusetts
Fresno City College,c16bbda5,"1101 E UNIVERSITY AVE, FRESNO, CA, 93741",CA,36.7661662,-119.7973822,Higher education institution,NA,California
Cossatot Community College Of Ua (Cccua) - Nashville,4c220e28,1558 HIGHWAY 371 WEST NASHVILLE NASHVILLE AR 71852,AR,33.9508061,-93.8247006,WIOA-eligible,NA,Arkansas
Indian Capital Technology Center - Stilwell,e14d340e,3320 US-59 STILWELL STILWELL OK 74960,OK,35.840412,-94.6340585,WIOA-eligible,NA,Oklahoma
Cbct Building Futures,117ed9bf,"939 GOODALE BLVD, COLUMBUS, OH, 43212",OH,39.9739674,-83.0281873,Non-profit organization,Job training non-profit,Ohio
Fullstack Academy Llc,1aa26b7c,"5 HANOVER SQ, NEW YORK, NY, 10004",NY,40.7050758,-74.0091604,WIOA-eligible,NA,New York
Tri County Electrical Services,a799e1ad,"32353 COBBS CREEK RD, LAUREL, DE, 19956",DE,38.541213,-75.6979999,Registered apprenticeship,NA,Delaware
You Turn United Inc,e68661ce,"103 DOROTHY CT, WARNER ROBINS, GA, 31088",GA,32.5692984,-83.6870082,Non-profit organization,Job training non-profit,Georgia
"C1 Truck Driver Training, Llc",7a1e0c17,"3603 E RAYMOND ST, INDIANAPOLIS, IN, 46203",IN,39.7364042,-86.1051126,WIOA-eligible,NA,Indiana
California Barber And Beauty College,442029bc,"5315 EL CAJON BLVD, SAN DIEGO, CA, 92115",CA,32.7572068,-117.0814091,Higher education institution,Highest degree certificate,California
Morgenstern Workshop,30cae35d,"11655 S 000 RD, GENEVA, IN, 46740",IN,40.579143,-84.934154,Non-profit organization,Job training non-profit,Indiana
Dare 2 Dream I Did,4441ddc8,"3500 W MANCHESTER BLVD, INGLEWOOD, CA, 90305",CA,33.9594069,-118.3346063,Non-profit organization,Job training non-profit,California
Bakersfield College,0779b271,"1801 PANORAMA DR, BAKERSFIELD, CA, 93305",CA,35.408,-118.9716483,Higher education institution,Highest degree bachelor’s+,California
Bluegrass Training Consortium,ef32a76b,143 E MAIN ST GEORGETOWN KY 40324-1763,KY,38.2100466,-84.558703,Non-profit organization,Job training non-profit,Kentucky
"Atp Hazel B Suedes, R.N.",df607424,60 MAGNOLIA  CASPER WY 82604,WY,42.8210347,-106.4003779,WIOA-eligible,NA,Wyoming
Trades Arent Taboo Inc,5e66b2f4,"6102 ADAMO DR, TAMPA, FL, 33619",FL,27.9526561,-82.3851275,Non-profit organization,Job training non-profit,Florida
Dans Place,e4541ad4,"880 VICTORY HWY, W GREENWICH, RI, 02817",RI,41.6078472,-71.6613559,Registered apprenticeship,NA,Rhode Island
Pa Heavy And Highway Contractors Bargaining Asso.,d23d49e1,"210 W PIKE ST, CANONSBURG, PA, 15317",PA,40.2583635,-80.1925341,Registered apprenticeship,NA,Pennsylvania
Vincennes University,c72bee5d,"246 MAIN ST, NASHVILLE, IN, 47448",IN,39.20464,-86.2388394,WIOA-eligible,NA,Indiana
Southeastern College-Is,9adcc392,"17395 NW 59TH AVE, HIALEAH, FL, 33015",FL,25.933089,-80.2977186,WIOA-eligible,NA,Florida
"English Skills Learning Center, Salt Lake City, Ut",f25c16b4,"650 E 4500 S, SALT LAKE CITY, UT, 84107",UT,40.6740315,-111.885341,WIOA-eligible,NA,Utah
Lower Elwha Klallam Tribe,6b6cc34a,"2851 LOWER ELWHA RD, PORT ANGELES, WA, 98363",WA,48.144003,-123.548345,WIOA-eligible,NA,Washington
Rasmussen College - Ocala School Of Nursing-Is,09454d99,"2100 SW 22ND PL, OCALA, FL, 34471",FL,29.1661726,-82.160791,WIOA-eligible,NA,Florida
Minority Business Development Center,89733c7d,"2139 SW ADAMS ST, PEORIA, IL, 61602",IL,40.6761378,-89.6138317,WIOA-eligible,NA,Illinois
Cape Girardeau Career And Technology Center,4ddd048b,"1080 SILVER SPRINGS RD, CAPE GIRARDEAU, MO, 63703",MO,37.2738286,-89.5646727,Multiple types,Highest degree certificate,Missouri
Buffalo Laborers Training Jac #210,d4e07399,"1370 SENECA ST, WEST SENECA, NY, 14210",NY,42.8686206,-78.8284824,Registered apprenticeship,NA,New York
Camden Enterprise Center,97a19a1e,"1123 BROADWAY TPKE, CAMDEN, NJ, 08103",NJ,39.9315357,-75.1196975,Non-profit organization,Job training non-profit,New Jersey
Advanced Business Learning,ea6354a2,"125 S 52ND ST, TEMPE, AZ, 85281",AZ,33.4288496,-111.9692662,WIOA-eligible,NA,Arizona
Northern Nevada Electrical J.A.T.C.,5a726d84,RENO CA 89502,CA,39.4835647,-119.7310213,Registered apprenticeship,NA,California
Mildun Training Center Of Illinois,87a6e310,"201 E STRONG ST, WHEELING, IL, 60090",IL,42.1436528,-87.9114913,WIOA-eligible,NA,Illinois
Judlau - Tc Electric Jv,4039936a,"26 ULMER ST, FLUSHING, NY, 11354",NY,40.7742819,-73.8382536,Registered apprenticeship,NA,New York
Ashtabula County Technical And Career Campus,2c1d1d0a,"1565 STATE RTE 167, JEFFERSON, OH, 44047",OH,41.7468757,-80.732904,Higher education institution,Highest degree certificate,Ohio
Three Kings Minstries Inc,3f03cce5,"620 SHERBURN LN, LOUISVILLE, KY, 40207",KY,38.2420669,-85.6241136,Non-profit organization,Job training non-profit,Kentucky
Northcentral Technical College,54ee1cd5,"1000 W CAMPUS DR, WAUSAU, WI, 54401",WI,44.9847163,-89.6487815,Multiple types,NA,Wisconsin
Inua Organization,b25a45f4,"20530 GARDENDALE ST, DETROIT, MI, 48221",MI,42.4456674,-83.1385966,Non-profit organization,Job training non-profit,Michigan
Jackets For Jobs Inc,1c7fc030,"5555 CONNER ST, DETROIT, MI, 48213",MI,42.3903168,-82.9819922,Non-profit organization,Job training non-profit,Michigan
Suny College Of Technology At Delhi,be7aee74,454 DELHI DRIVE DELHI NY 13753-1100,NY,42.2698453,-74.924572,Higher education institution,Highest degree bachelor’s+,New York
Faith At Work,5d654267,"459 TYRONE RD, MORGANTOWN, WV, 26508",WV,39.6462195,-79.8570264,Non-profit organization,Job training non-profit,West Virginia
Sensibleschool Inc,df2a6751,"2201 E 46TH ST, INDIANAPOLIS, IN, 46205",IN,39.8398955,-86.1239573,Non-profit organization,NA,Indiana
Ceca Of South Carolina,301b3a8a,P.O. BOX 60688 NORTH CHARLESTON SC 29419,SC,32.8771106,-80.0130514,Registered apprenticeship,NA,South Carolina
New Hope Vocational Technical Institute Inc,1369040f,3100 SAINT LUCIE BLVD FORT PIERCE FL 34946-6738,FL,27.4843413,-80.3545012,Non-profit organization,Job training non-profit,Florida
Ymca Of Greater Boston~ Training~ Inc.,67cc8ebd,"100 FRANKLIN ST, BOSTON, MA, 02110",MA,42.355653,-71.0575303,WIOA-eligible,NA,Massachusetts
Huntington Plumbers And Pipefitters Local 521 Jatc,a4199733,"137 5TH AVE, HUNTINGTON, WV, 25701",WV,38.4170113,-82.4557871,Registered apprenticeship,NA,West Virginia
Career Tech-Is,ece5bb9f,"2219 W MEMORIAL BLVD, LAKELAND, FL, 33815",FL,28.0553442,-81.9914386,WIOA-eligible,NA,Florida
Careerdfw,6a7cdc13,"6119 MISTY TRL, DALLAS, TX, 75248",TX,32.9636231,-96.8003122,Non-profit organization,Job training non-profit,Texas
Capacity Developers Incorporated,51525af0,"155 FORT DEARBORN ST, DEARBORN, MI, 48124",MI,42.312456,-83.2553474,Non-profit organization,Job training non-profit,Michigan
Ross Medical Education Center-Port Huron,8d2f86dd,"2887 KRAFFT RD, PORT HURON, MI, 48060",MI,43.0246676,-82.4531883,Higher education institution,Highest degree certificate,Michigan
Divine Caregivers Inc,b8ab466a,807 W BROADWAY ST CLARKSVILLE TX 75426-2914,TX,33.6112177,-95.0559247,Non-profit organization,Job training non-profit,Texas
Champion Beauty College,ec313b96,3920 FM 1960 WEST #210 HOUSTON TX 77068,TX,29.9934547,-95.4892332,Higher education institution,Highest degree certificate,Texas
Mentoring Young Men,2a870bea,"3075 QUEEN CITY AVE, CINCINNATI, OH, 45238",OH,39.1359149,-84.6030969,Non-profit organization,Job training non-profit,Ohio
Hesston College,609a4332,"301 S MAIN ST, HESSTON, KS, 67062",KS,38.1345466,-97.4339328,Higher education institution,Highest degree bachelor’s+,Kansas
Another Option Inc,a26da6bd,"1355 E BLACK DIAMOND DR, GILBERT, AZ, 85296",AZ,33.3286254,-111.7608394,Non-profit organization,Job training non-profit,Arizona
Worcester Plumbers And Pipefitters Local #4,905a6f00,"""150 HARTWELL STREET"" W BOYLSTON MA 1583",MA,42.3390661,-71.7727202,Registered apprenticeship,NA,Massachusetts
Plasterers And Cement Masons Opcm 90,2204ebcc,"820 LIONS DR, TROY, IL, 62294",IL,38.716218,-89.887419,Registered apprenticeship,NA,Illinois
Pioneer Resa,bfcac1f1,PO BOX 1789 HWY 254 CLEVELAND GA 30528,GA,34.5655915,-83.6638368,WIOA-eligible,NA,Georgia
Prepare For The Job Corporation,d055296c,"7008 SW 53RD LN, MIAMI, FL, 33155",FL,25.7203254,-80.3080899,Non-profit organization,Job training non-profit,Florida
Wheeling Elect.Jatc,41acedaa,"82 BURKHAM CT, WHEELING, WV, 26003",WV,40.04955,-80.643281,Registered apprenticeship,NA,West Virginia
Northeast Alabama Cc,b3e9b383,138 OLD HIGHWAY 3 E RAINSVILLE AL 35986,AL,34.5039911,-85.8281458,Registered apprenticeship,NA,Alabama
Northwestern Health Sciences University,8d96ba84,"2501 W. 84TH STREET, BLOOMINGTON,, MINNEAPOLIS MN 55431",MN,44.8508887,-93.311431,WIOA-eligible,NA,Minnesota
Miller Dynamics Academy Of Emergency Services,aa98aabd,2523 U.S. 27  SUITE 206  AVON PARK FL 33825,FL,27.6323076,-81.518039,WIOA-eligible,NA,Florida
Raising The Standard Inc,598ed199,"1400 1ST AVE W, BIRMINGHAM, AL, 35208",AL,33.5014059,-86.860047,Non-profit organization,Job training non-profit,Alabama
Western Electrical Contractor's Association (Weca),8d4b2f8e,"3695 BLECKELY ST, RANCHO CORDOVA, CA, 95655",CA,38.56735,-121.2931087,Registered apprenticeship,NA,California
Rochester Electrical Jatc #86,c6e1cab3,"470 METRO PARK, ROCHESTER, NY, 14623",NY,43.0990004,-77.6232727,Registered apprenticeship,NA,New York
Tennessee College Of Applied Technology-Hohenwald,36656f78,"813 W MAIN ST, HOHENWALD, TN, 38462",TN,35.5518264,-87.5735535,Higher education institution,Highest degree certificate,Tennessee
"Ua, Sprinkler Fitters Local 696, Jac",f5edfeec,41-43 E. WILLOW STREET MILLBURN NJ 7041,NJ,40.7167206,-74.3041472,Registered apprenticeship,NA,New Jersey
Pathway Careers Training Center,2d6ac344,"2722 PARK AVE S, MINNEAPOLIS, MN, 55407",MN,44.952911,-93.2656487,WIOA-eligible,NA,Minnesota
Covenant Connections,5a39093c,"1409 INDIAN RIDGE RD, JOHNSON CITY, TN, 37604",TN,36.3164148,-82.3855661,Non-profit organization,Job training non-profit,Tennessee
"United Union Of Roofers, Waterproofers And Allied Workers Local 97",c5d27f51,3301 BOARDWALK PO BOX 6569 CHAMPAIGN IL 61826,IL,40.137625,-88.2772606,Registered apprenticeship,NA,Illinois
"Southcoast Electrical Co., Inc. Dba Fortin Elec",84b5bb19,"""970 ASHLEY BLVD."" NEW BEDFORD MA 2745",MA,41.6866885,-70.9339444,Registered apprenticeship,NA,Massachusetts
Worldwide Influence,a96c07d5,"1741 EASTLAKE PKWY, CHULA VISTA, CA, 91915",CA,32.6207049,-116.9605835,Non-profit organization,Job training non-profit,California
The Good Table Cafe,8b326c5b,"780 ASHBURY AVE, EL CERRITO, CA, 94530",CA,37.9105104,-122.2985047,Non-profit organization,Job training non-profit,California
Sage Apprentice Program,1e0f46dd,"4610 EVERGREEN WAY, EVERETT, WA, 98203",WA,47.9563743,-122.2132901,WIOA-eligible,Apprenticeship sponsor / other,Washington
Fullerton College,dfd592fa,321 E CHAPMAN AVENUE FULLERTON CA 92832-2095,CA,33.8751532,-117.9192754,Higher education institution,NA,California
Toni And Guy Hairdressing Academy-Rio Rancho,438975bd,1001 GOLF COURSE ROAD #104 & #105 RIO RANCHO NM 87124-2575,NM,35.241061,-106.677601,Higher education institution,Highest degree certificate,New Mexico
Platt College-Stvt-Corpus Christi,a7894cb3,"2000 S PADRE ISLAND DR, CORPUS CHRISTI, TX, 78416",TX,27.7398187,-97.4334665,Higher education institution,Highest degree certificate,Texas
Southeastern Illinois College,0362b67b,3575 COLLEGE ROAD HARRISBURG IL 62946,IL,37.7516899,-88.4373974,Multiple types,NA,Illinois
Home Builders Institute,18239282,"635 HOLBROOK RD., FORT BLISS TX 79916",TX,31.803374,-106.4299354,WIOA-eligible,NA,Texas
All Faith Consortium,7b5efa84,510 52ND AV NEW YORK NY 10019-5283,NY,40.7661055,-73.9917721,Non-profit organization,Job training non-profit,New York
Cosmetology Training Center,b3fac4ad,"5520 JOHNSTON ST, LAFAYETTE, LA, 70503",LA,30.1809574,-92.0731842,Higher education institution,Highest degree certificate,Louisiana
Look At Me Now,24a1f400,PO BOX 23751 CHATTANOOGA TN 37422-3751,TN,35.0457984,-85.3093995,Non-profit organization,Job training non-profit,Tennessee
Information Resources Center Inc,ae177b48,4345 MARLBERRY LEAF AVENUE KISSMMEE FL 34758-0000,FL,28.1524481,-81.4692998,Non-profit organization,Job training non-profit,Florida
Central Pennsylvania Diesel Institute,45b335e4,"1718 OLD TRAIL RD, LIVERPOOL, PA, 17045",PA,40.5510601,-76.9903626,Higher education institution,Highest degree certificate,Pennsylvania
Valley Career And Technical Center,49f10ad2,49 HORNET RD  FISHERSVILLE VA 22939,VA,38.1160489,-78.9883737,WIOA-eligible,NA,Virginia
Cross Benefit Inc,9.56E+155,3120 W CAREFREE HWY STE 1 # 810 PHOENIX AZ 85086-3202,AZ,33.7997747,-112.1262084,Non-profit organization,Job training non-profit,Arizona
Ironworkers Local 37 Jac,1a62e09d,"""845 WATERMAN AVE"" E PROVIDENCE MA 2914",MA,41.8123494,-71.3504659,Registered apprenticeship,NA,Massachusetts
Delta Beauty College,441a7084,"800 HWY 1 S, STE A GREENVILLE MS 38703",MS,33.3962986,-91.0373508,Higher education institution,Highest degree certificate,Mississippi
Emerging Digital Academy,b836ebb1,"122 BROADWAY, FARGO, ND, 58102",ND,46.8777508,-96.7879601,WIOA-eligible,NA,North Dakota
Federal Reserve Bank Of Boston,35c35343,"""600 ATLANTIC AVE"" BOSTON MA 2210",MA,42.3527569,-71.0533982,Registered apprenticeship,NA,Massachusetts
Advance Healthcare Institute,e8c0ba45,"37283 SWAMP RD, PRAIRIEVILLE, LA, 70769",LA,30.3226465,-90.9814995,WIOA-eligible,NA,Louisiana
Milwaukee Cdl Institute,717e0ec1,"6508 S HOWELL AVE, OAK CREEK, WI, 53154",WI,42.9259884,-87.9094614,WIOA-eligible,NA,Wisconsin
North Adrian's College Of Beauty Inc,f07f1ff6,"124 FLOYD AVE, MODESTO, CA, 95350",CA,37.6777958,-120.9927841,Higher education institution,Highest degree certificate,California
Veterans Watchmaker Initiative Inc,23ad9004,PO BOX 329 LITTLE CREEK DE 19961-0329,DE,39.166911,-75.447922,Non-profit organization,Job training non-profit,Delaware
Automeca Technical College-Ponce,249f512c,CALLE VILLA NO.452 PONCE PR 00731,PR,18.0115514,-66.6369337,Higher education institution,Highest degree certificate,NA
Ross Medical Education Center-Owensboro,ea2adf3f,"410 SOUTHTOWN BLVD, OWENSBORO, KY, 42303",KY,37.7208346,-87.1191408,Higher education institution,Highest degree certificate,Kentucky
New Horizons Computer Learning Centers - Des Moines,c2e04bff,"4414 114TH ST, URBANDALE, IA, 50322",IA,41.640741,-93.7759351,WIOA-eligible,NA,Iowa
Otero Junior College,bbeccbdc,"1802 COLORADO AVE, LA JUNTA, CO, 81050",CO,37.968363,-103.5459056,Multiple types,NA,Colorado
Arsenal Gaming,20b089e2,"25602 68TH AVE E, GRAHAM, WA, 98338",WA,47.0240699,-122.3416778,Non-profit organization,Job training non-profit,Washington
Daytona Beach Electrical Jatc Inc,3b30cdc4,"5901 S WILLIAMSON BLVD, PORT ORANGE, FL, 32128",FL,29.1003178,-81.0281493,Non-profit organization,Job training non-profit,Florida
Lincoln Technical Institute-East Windsor,fd20f7c7,"97 NEWBERRY RD, EAST WINDSOR, CT, 06088",CT,41.9240294,-72.5969643,Higher education institution,Highest degree certificate,Connecticut
"Tallahassee Refrigeration And Air Conditioning Contractors Association Apprenticeship Program, Gnj",b43724bf,"4829 CORLETT ST, TALLAHASSEE, FL, 32303",FL,30.5207452,-84.3667323,Registered apprenticeship,NA,Florida
Labor Institute For Training,ded1a39d,"2700 MCKINLEY AVE, COLUMBUS, IN, 47201",IN,39.20227,-85.8920172,WIOA-eligible,NA,Indiana
Goodman Academy Of Possibilities Inc,598cdb40,PO BOX 92105 LAKELAND FL 33804-2105,FL,28.0394654,-81.9498042,Non-profit organization,Job training non-profit,Florida
University Of Western California,f9148808,"10501 VALLEY BLVD, EL MONTE, CA, 91731",CA,34.0767917,-118.044498,WIOA-eligible,NA,California
Southern Idaho Carpenters Jatc,dcee1a69,"4147 N HAROLDSEN DR, IDAHO FALLS, ID, 83401",ID,43.5346395,-112.0114968,Registered apprenticeship,NA,Idaho
Envisionary I-Care,3cdbd6f3,"3350 RIVERWOOD PKWY, ATLANTA, GA, 30339",GA,33.8777937,-84.4580723,WIOA-eligible,NA,Georgia
Texas Coastal Academy,50a3a23a,"1129 W TERRACE BLVD, ROCKPORT, TX, 78382",TX,28.025845,-97.0749776,Non-profit organization,Job training non-profit,Texas
Rockland Community College,29ab6996,"145 COLLEGE RD, SUFFERN, NY, 10901",NY,41.1343696,-74.0862796,Multiple types,NA,New York
Manhattan Institute,808e30b2,"45 W 34TH ST, NEW YORK, NY, 10001",NY,40.749751,-73.9869115,Higher education institution,Highest degree certificate,New York
Baraby Corp.,ecf2dcb1,"""660 JEFFERSON STREET"" FALL RIVER MA 2721",MA,41.6770503,-71.1461056,Registered apprenticeship,NA,Massachusetts
Platte Locker Llc,7efd3110,"209 W 4TH ST, PLATTE, SD, 57369",SD,43.3873634,-98.8480778,WIOA-eligible,NA,South Dakota
International Schools - C144,a40b1a24,"141 QUINELLA DR, SUNLAND PARK, NM, 88063",NM,31.806097,-106.5714818,WIOA-eligible,NA,New Mexico
Lifelong Entrepreneurship Training Academy,11e0397b,"2825 CO RD 190, LIBERTY, TX, 77575",TX,30.0735909,-94.6517754,Non-profit organization,Job training non-profit,Texas
Community Transit/I.A.M. District 160 Apprenticeship Committee,e4a42d46,"7100 HARDESON RD, EVERETT, WA, 98203",WA,47.9347025,-122.2526003,WIOA-eligible,Apprenticeship sponsor / other,Washington
Turbyne And Associates,5882cbac,P O BOX 738 04210 AUBURN ME 4210,ME,44.0978509,-70.2311655,WIOA-eligible,NA,Maine
Southeast Texas Career Institute,3678b00f,975 HWY 327 E SUITE 150 SILSBEE TX 77656,TX,30.3496121,-94.1907783,Higher education institution,Highest degree certificate,Texas
Monongalia County Technical Education Center,7ba9ab2b,"1000 MISSISSIPPI ST, MORGANTOWN, WV, 26501",WV,39.6112994,-79.9568693,Multiple types,Highest degree certificate,West Virginia
